file_name,text,language,emotion,duration_seconds,speaker_id
audio/en_v4_051.wav,"My main aim is to cater everyone wherein cost should never be a factor, so I've provided free content. I've even provided paid content.",en-IN,neutral,8.07,en_spk4
audio/en_v5_001.wav,"But this time JavaScript requires a little bit of the theoretical basics so that we can understand what things we are learning, how powerful it is, and where they can be applied.",en-IN,formal,9.03,en_spk5
audio/en_v5_002.wav,"So we're going to be answering three base questions here. First and foremost, what is JavaScript and where it can be applied. The second important question is what's the difference between Java and JavaScript. And yes, we are still doing that question. And the third thing is what is this ES6, ES7, Ecmascript. These are the terms which every new beginner hears quite a lot but don't even have a single thought about what actually it means and why it is being taught quite a lot with JavaScript.",en-IN,neutral,26.01,en_spk5
audio/en_v5_003.wav,"So first, let's get started with JavaScript. 
Now, it amuses me a little bit when I ask any experienced programmer who has been working quite a lot but haven't touched the JavaScript or hasn't been involved in the JavaScript news lately, and he just says, it's just a client language, client-side language.",en-IN,happy,15.71,en_spk5
audio/en_v5_004.wav,"language and although he's technically totally correct, but that's not it. JavaScript can be and is a lot more than what it used to be. JavaScript was designed simply to run in browser, but it is doing a lot more than the time that you have the memory of that.",en-IN,neutral,15.71,en_spk5
audio/en_v5_005.wav,"Now, even the definition on the Wikipedia is a little bit vague and honestly it's a little bit hard to understand. It just says JavaScript often abbreviated as JSL high level interpreted programming language. And further it says it is also characterized by dynamic, weekly type, prototype based. All these things are true, but it doesn't give you any sense of what JavaScript is and what it can actually do.",en-IN,neutral,22.82,en_spk5
audio/en_v5_006.wav,"Now, I do completely agree here that JavaScript is a client-side language and was totally used in the browser for performing variety of web-based things in the past, but after that JavaScript has evolved a lot.",en-IN,neutral,12.34,en_spk5
audio/en_v5_007.wav,"Now in the previous days, if we had to talk a little bit about the server, what we used to do is we wrapped our SQL query, we pack them into the PHP, and since PHP, Python, and Ruby are the languages which are server-side languages and only are capable to talk to the server, we used to wrap these queries and send to the server and then get a result back in the PHP and just display that onto the web page.",en-IN,neutral,22.72,en_spk5
audio/en_v5_008.wav,"If I'll be writing all these codes in JavaScript and since JavaScript is a client-side language, and usually all of that code is submitted to the client as well. 
No, it doesn't. 
JavaScript has evolved a lot from the memory that you have. 
Now all of your JavaScript code that you write, it's your",en-IN,neutral,16.13,en_spk5
audio/en_v5_009.wav,"Your choice totally that whether this code should reach to the client side or it should only serve onto the server. A quick example could be Node.js, an entire web server framework or entire thing which can handle all of your server side things and yes, totally in JavaScript.",en-IN,neutral,16.13,en_spk5
audio/en_v5_010.wav,"Like it's a entire thing, entire package which can deal up like everything in the server side. You can write your queries,  you can handle all the tasks that you you were able to do in PHP or Ruby or Python or any other language. It can serve as a totally server side language as well.",en-IN,neutral,16.92,en_spk5
audio/en_v5_011.wav,"And without a doubt, I am pretty sure that you might have heard about the Node.js and it's rising in its popularity. 
And that's just one thing. 
So if you'll ask me, hey, it can do like web thing from the front side and back side, that's it? 
No, it's not. 
JavaScript is evolving a lot and you might have heard about the project known as React.",en-IN,narrative,16.92,en_spk5
audio/en_v5_012.wav,"And using React JS, you can design your application, just one single code base and that can run onto a mobile as well as an iOS, Android, web. There is React Native too, so it's it's popular there. Of course, we cannot deny the popularity of Angular JS, your one framework for mobile and desktop.",en-IN,neutral,18.17,en_spk5
audio/en_v5_013.wav,"And also the the popular framework which is getting really good popularity nowadays is Electron JS. Again, totally designed to make desktop application in just HTML, CSS and JavaScript and is gaining a lot of popularities here.",en-IN,excited,13.42,en_spk5
audio/en_v5_014.wav,"And on top of that, Vue.js, a beautiful progressive JavaScript framework which can help you to design beautiful and amazing animations for the web, totally in that. Now, just to extend the things onto much for further level, these two examples are gonna give you extensive detail that how JavaScript is gaining its popularity and how is it becoming popular every single day.",en-IN,neutral,21.17,en_spk5
audio/en_v5_015.wav,"And also recent announcement of the TensorFlow JS proves the popularity of the JavaScript that yes, even the machine learning task will soon be able to perform in just JavaScript. Now, as of now, we are totally relied on either Python or R in machine learning, but now it can be JavaScript as well, and very soon you're going to be seeing that.",en-IN,excited,20.68,en_spk5
audio/en_v5_016.wav,"And yes, all of this is totally possible in JavaScript, but not the JavaScript that you have memories or you have heard about in those old books or maybe old college curriculums. JavaScript has evolved a lot. Now this brings us to the next question which still we are doing is what's the difference between JavaScript and Java.",en-IN,neutral,18.8,en_spk5
audio/en_v5_017.wav,"Now, this was probably the worst decision  that JavaScript ever made to name it after Java. 
And yes, at that time of the  at that time of the period, JavaScript  Java was having so much popularity that  it dominated. 
And the decision was so poor that the language got introduced in 1995, and still we are making it it's 2018 is almost gone.",en-IN,angry,21.89,en_spk5
audio/en_v5_018.wav,"And we are still making the videos on Java versus JavaScript. The similarity is similar to this example here. What is the similarity between a car and a carpet? Yes, exactly, no similarities at all, apart from the word car is included in the carpet. It doesn't have an engine, carpet doesn't have an engine, it doesn't have wheels or anything like that, but still, car and carpet are similar in saying.",en-IN,narrative,21.89,en_spk5
audio/en_v5_019.wav,"playing, and that's exactly what it is in Java and JavaScript. No similarity at all. There is no dependence of Java into JavaScript or JavaScript into Java. It probably was the worst decision of naming it after, and from 1995 still we are making videos and textbook and writing this that hey, there has nothing to do it at all. And probably for the next few years we are gonna be still doing it.",en-IN,angry,21.89,en_spk5
audio/en_v5_020.wav,"Now this EgmaScript is kind of a standardization. Now in 1995,  Netscape actually created the JavaScript and on to very sidebar here that reminds me here  is JavaScript is really  old language in 1995 and that time of period",en-IN,neutral,17.07,en_spk5
audio/en_v5_021.wav,"Programmers were really obsessed with naming everything after coffee, and that eventually came as JavaScript. This project was actually created on the name of Mocha. Yes, programmers were so obsessed with naming everything after coffee. Then it came on to LiveScript and then finally it got changed into JavaScript.",en-IN,narrative,17.07,en_spk5
audio/en_v5_022.wav,"So in 1995, the Netscape actually started to working on a project, named it a JavaScript finally and released that. Now after that soon people realized that we need a standardization over this language so that not every browser can manipulate it based on their needs. So this European Computer Manufacturer Association came out and declared a standardization for it known as ES1 in 1997.",en-IN,neutral,24.14,en_spk5
audio/en_v5_023.wav,"and for each. And by the way, I just missed that I have actually replicated in 2009 and 10 twice, but it's not. So in 2009 and 10, the new features like map and for each things came up.",en-IN,neutral,11.21,en_spk5
audio/en_v5_024.wav,"But now we have all of them. 
So in 2015,  ES6 actually came up, and in 2017 the ES7 came up. 
And now already we are having specs of ES8 as well and there are a lot of new features included.",en-IN,neutral,14.7,en_spk5
audio/en_v5_025.wav,"Now, these are the new features, obviously, but you don't have to worry anything about them at all. The things that you're going to be learning in the JavaScript are completely applicable. Obviously, there will be more version, and that doesn't mean that the previous things are going to be gone. No, they are not.",en-IN,narrative,14.73,en_spk5
audio/en_v5_026.wav,"It's just only about adding a few new features that you can have in language and that's pretty much it. All the language, all the things that you're going to be learning in this course are completely applicable even to the newer version as well and there will be just few new features that you can pick up on the go and can work with that.",en-IN,neutral,17.37,en_spk5
audio/en_v5_027.wav,"Now also there is a good resource here onto the GitHub, uh, which you can find out and can know about which browsers are supporting which version of it and what parameters and what options they are searching for that. This is totally for the advanced users who have been designing the web for a long time and have to worry about a lot of things like which browser support is going to be.",en-IN,neutral,20.06,en_spk5
audio/en_v5_028.wav,"to be there or not. So this is a nice resource. I found it and you can just have a look at it. In case it doesn't really make sense to you, totally ignore it, no problem at all. And it has versions for ES5 and ES6, like what browsers are supported, uh, what are not supported, what features you can use, what you cannot, but for the rest of the people, just completely ignore that.",en-IN,neutral,20.06,en_spk5
audio/en_v5_029.wav,"Okay, so this is finally covered that these are the basics that everybody should know with what is JavaScript, ES6, Java versus JavaScript and all these things.",en-IN,neutral,9.5,en_spk5
audio/en_v5_030.wav,"So that's pretty much it. In the next video, we're going to be talking about what are the tools that we require in order to perform all the operations and the code for this particular course. And don't worry, I'm going to give you enough options so that you can just work around on any computer at all.",en-IN,neutral,14.42,en_spk5
audio/hi_v5_001.wav,"एकदम, ये दोनों लंग्स के एकदम बीच में नहीं, हल्का लेफ्ट साइड में है। थोड़ा सा स्लाइटली किधर है? लेफ्ट साइड में है। समझ में आ रहा है कि नहीं आ रहा है? किसी को दिक्कत? यहां पे। और ये दोनों क्या है? लंग्स है।",hi-IN,neutral,10.38,hi_spk5
audio/hi_v5_002.wav,"एक बार में कितना जाता है? 
100 हर्ट के बाहर एक झिल्ली लगी होती है जिसे हम लोग पेरीकार्डियक कहते हैं। 
क्या कहेंगे? 
पेरी हर्ट का अध्ययन कार्डियोलॉजी कहलाता है। 
हर्ट के डॉक्टर को कार्डियोलॉजिस्ट कहते हैं। 
हर्ट के डॉक्टर को कार्डियो हर्ट का अध्ययन कार्डियोलॉजिकल। 
हर्ट के बाहर की झिल्ली कार्डी पेरीकार्डियम। 
क्या कहेंगे? 
पेरीकार्डियम।",hi-IN,formal,20.93,hi_spk5
audio/hi_v5_003.wav,"ध्यान से मारेगा करंट इसपे, इतना जोर से मारेगा झटका ना इसपे करंट जाएगा तो इसको याद आएगा हमारा दुकान धड़कना था, धड़कने तो मर जाएगा ये आदमी। तो दोबारा क्या होने लगेगा, धड़कने ना, फिर उसपे दिखाएगा टिक टिक टिक टिक।",hi-IN,angry,11.89,hi_spk5
audio/hi_v5_004.wav,आपको इसमें दिख रहा होगा तो मोटी-मोटी पाइप दिख रही होंगी तो तो नसें हैं सर। क्या हैं? नस हैं। इसमें चार आपको चेंबर दिख रहा होगा। एक ये वाला कमरा दिख रहा है।,hi-IN,neutral,8.67,hi_spk5
audio/hi_v5_005.wav,"टोटल कितने चेंबर हो गए? टोटल चार। समझ में आ गया कि नहीं आ गया? हार्ट में टोटल चेंबर चार। चार चेंबर होते हैं। ऊपर वाले चेंबर उतने वर्क नहीं करते हैं, मतलब वो...",hi-IN,neutral,11.6,hi_spk5
audio/hi_v5_006.wav,"फेफड़ा उसमें ऑक्सीजन मिला देगा। फेफड़ा उसमें ऑक्सीजन। फिर फेफड़ा किसको देगा? हार्ट। किसको देगा? हार्ट। और हार्ट आपकी देगा पूरे शरीर को, आपकी तेज बोलना है।",hi-IN,neutral,11.9,hi_spk5
audio/hi_v5_007.wav,"फिर फेफड़ा उसमें क्या मिलेगा? ऑक्सीजन।
लेकिन फेफड़ा में इतनी ताकत नहीं कि पंप कर सके।
उधे देगा किसको? हार्ट।
अब की बार हार्ट करेगा तेजी से।
तो हार्ट ब्लड को कितनी बार रिसीव करता है? दो बार।
एक बार बॉडी से आ रहा है CO2 वाला और एक बार फेफड़ा से आ रहा है ऑक्सीजन।
ऊपर वाले दोनों का काम रिसीव करना, नीचे वाले दोनों का काम पंप।",hi-IN,neutral,22.49,hi_spk5
audio/hi_v5_008.wav,"ऊपर वाले को कहते है अलींद यानी अंग्रेजी में एट्रियम।
ऊपर वाले दोनों को अलींद।
और नीचे वाले को नीले।
ऊपर वाला अलींद, नीचे वाला नीले।
अंग्रेजी में वेंट्रिकल्स।
एट्रियम वेंट्रिकल्स, एट्रियम वेंट्रिकल्स, एट्रियम वेंट्रिकल्स।
हिंदी में अलींद नीले, अलींद नीले, अलींद नीले।
हमारे पास कितने अलींद? दो।
कितने नीले? दो।
आगे बढ़ें? हृदय का समझ में आ रहा है कि नहीं आ गया?",hi-IN,neutral,27.03,hi_spk5
audio/hi_v5_009.wav,"हमारे पास कितने चेंबर? देखो चेंबर में और लेयर में मत समझना। लेयर मतलब होता है परत, इसकी मोटाई कितने लेयर की? तीन। बाहरी लेयर, बीच लेयर, मध्य लेयर, ये लेयर होता है। लेयर कितना?",hi-IN,neutral,12.14,hi_spk5
audio/hi_v5_010.wav,"और झिल्ली का एक हो, एक हो। झिल्ली एक, पेरिकार्डियम नमक झिल्ली। लेयर कितना? तीन। चेंबर कितना? छह। कितना चेंबर? छह। ऊपर वाला अलीन, नीचे वाला नीले। अलीन की संख्या दो, नीले की संख्या दो। पंप कौन करेगा? नीले। रिसीव करेगा अलीन। हां? अलीन। शरीर से आएगा CO2। कहां जाएगा? नीले में। कहां जाएगा? नीले में। डायरेक्ट फेफड़ा में जाएगा।",hi-IN,neutral,26.26,hi_spk5
audio/hi_v5_011.wav,कहाँ पे? फेफड़ा। फेफड़ा से क्या आएगा? ऑक्सीजन। किधर आएगा? अलीन में। अलीन धड़का देगा नीलन। अब की ढके लेगा। पूरा दबा के ढके लेगा। हुमाच के एकदम यहां पे।,hi-IN,neutral,12.77,hi_spk5
audio/hi_v5_012.wav,"यह दाहिना नील है। दाहिना अलीन, दाहिना। देखिए, अलीन ब्लड को रोक नहीं पाता है। समझिए, डिजाइन ऐसा है। यहां देखिए फाटक लगल है।",hi-IN,neutral,8.79,hi_spk5
audio/hi_v5_013.wav,तो बताइए ब्लड कहां आएगा? दाहिना अलीन। और जैसे दाहिना अलीन बोले आंख बंद कर बोलिए दाहिना अलीन है क्योंकि ये ब्लड को रोक ही नहीं पाएगा क्योंकि इसका वाल खुल जाएगा कहां? नीचे की ओर।,hi-IN,angry,10.1,hi_spk5
audio/hi_v5_014.wav,"अब धीरे से पंप कौन करेगा? दाहिना नीलम। बोलिए ब्लड आएगा। दाहिना अलीन, दाहिना नीलम। दाहिना अलीन, दाहिना नीलम। याद रहेगा?",hi-IN,narrative,10.59,hi_spk5
audio/hi_v5_015.wav,"हमारे पास कितने चेंबर? देखो चेंबर में और लेयर में मत समझा। लेयर मतलब होता है परत, इसकी मोटाई कितने लेयर की? तीन। बाहरी लेयर, बीच लेयर, मध्य लेयर, ये लेयर होता है। लेयर कितना?",hi-IN,neutral,12.14,hi_spk5
audio/hi_v5_016.wav,"और झिल्ली का एक हो, एक हो। झिल्ली एक, पेरिकार्डियम नमक झिल्ली। लेयर कितना? तीन। चेंबर कितना? छह। कितना चेंबर? छह। ऊपर वाला अलीन, नीचे वाला नीले। अलीन की संख्या दो, नीले की संख्या दो। पंप कौन करेगा? नीले। रिसीव करेगा अलीन। हां? अलीन। शरीर से आएगा CO2। कहां जाएगा? नीले में। कहां जाएगा? नीले में। डायरेक्ट फेफड़ा में जाएगा।",hi-IN,neutral,26.26,hi_spk5
audio/hi_v5_017.wav,"फेफड़ा से क्या आएगा? ऑक्सीजन। किधर आएगा? अलीन में। अलीन धड़का देगा नीलन। अब की धकेलेगा? पूरा दबा के धकेलेगा, हुमाच के एकदम यहां पे।",hi-IN,excited,11.16,hi_spk5
audio/hi_v5_018.wav,"यह दाहिना नील है। दाहिना अलीन, दाहिना। देखिए, अलीन ब्लड को रोक नहीं पाता है। समझिए, डिज़ाइन ऐसा है। यहां देखिए फाटक लगल है।",hi-IN,angry,8.8,hi_spk5
audio/hi_v5_019.wav,तो बताइए ब्लड कहां आएगा? दाहिना अलीन। और जैसे दाहिना अलीन बोले आंख बंद कर बोलिए दाहिना अलीन है क्योंकि ये ब्लड को रोक ही नहीं पाएगा क्योंकि इसका वाल खुल जाएगा कहां? नीचे की ओर।,hi-IN,angry,10.1,hi_spk5
audio/hi_v5_020.wav,"अब धीरे से पंप कौन करेगा? दाहिना नीलम। बोलिए ब्लड आएगा। दाहिना अलीन, दाहिना नीलम। दाहिना अलीन, दाहिना नीलम। याद रहेगा?",hi-IN,neutral,10.59,hi_spk5
audio/hi_v5_021.wav,"तो बताइए, ऑक्सीजन लेके कहां आएगा? बाया अलीन। कहां आएगा? बाया अलीन। उसके बाद बाया नीले। बाया अलीन के बाद बाया नीले। बाया अलीन के बाद बाया नीले। बाया नीले में आ गया? बाया अलीन, बाया नीले। अब बाया नीले जोर से ठकेले गए धीरे।",hi-IN,neutral,19.58,hi_spk5
audio/hi_v5_022.wav,दम लगा के हाय! मारेगा एकदम 120 के प्रेशर पे। समझ में आ गया कि नहीं आ गया? तो बताइए ध्यान से। यहां से ऑक्सीजन वाला ब्लड आया।,hi-IN,angry,9.57,hi_spk5
audio/hi_v5_023.wav,"अलग-अलग जैसे मान के चलिए कहीं पे हल्का सा दब गया है, कोई नस क्या हो गया है, दब गया है। उसको जगह वहां पे क्या करना है, फुला देना है। तो ऑपरेशन करके एक पतला सा एक थोड़ा नीडल ले जाएगा।",hi-IN,narrative,9.75,hi_spk5
audio/hi_v5_024.wav,को लगाएगा और उसको फुला देगा। क्या करेगा? फुला देगा। जाली टाइप का रहेगा। एंट्री के टाइम एकदम पतला जाएगा। वहां जाके क्या कर देगा? फुला देगा। अब जैसे कोई नस है। क्या है? नस। जैसे ये नस है। सपोज कीजिए अब ये नस में पचक गया है।,hi-IN,neutral,11.11,hi_spk5
audio/hi_v5_025.wav,"और सोचिए कितना चैलेंजिंग काम होगा उसको। अच्छा, एक और समस्या उसके लिए क्या है ना, पूरा छाती नहीं खोल सकता है। पता चला कि खोलेगा कहां से? एक तो उसको हल्का सा रास्ते के थ्रू जाना है।",hi-IN,neutral,11.31,hi_spk5
audio/hi_v5_026.wav,"अल्ट्रासाउंड दे देंगे, पता नहीं चाहे किडनी है कि लीवर है वो। अरे इंजीनियर को क्या पता, वो तो देख लेगा अल्ट्रासाउंड मशीन से है कौन सी। और पता है कौन सी चलने वाला है वहां पे। अल्ट्रासाउंड मशीन में सब धुंधला-धुंधला दिखता है वहां पे।",hi-IN,neutral,14.23,hi_spk5
audio/hi_v5_027.wav,करते करते कोनो धक्का मार दिया। ए ढकेल कह रहा है ओ। ए जाओ। कटा गोइले को। ना बस लो अभी। नहीं जाने यार।,hi-IN,angry,10.47,hi_spk5
audio/hi_v5_028.wav,"एंजियोग्राफी। हां, कार्डियोग्राफी होगा, एंजियोग्राफी होगा, इकोसिस्टम, ये जांच होता है। मशीनों के माध्यम से हार्ट के फ्लो ठीक है कि नहीं, वाल्व ठीक है कि नहीं, साइज में कोई दिक्कत तो नहीं है, ब्लॉकेज नहीं है। इन्हीं सब के लिए एंजियोग्राफी हो जाएगा, कार्डियोग्राफी हो जाएगा, इको हो जाएगा, ईसीजी हो जाएगा। ये अलग-अलग हार्ट के जांच हैं।",hi-IN,neutral,19.49,hi_spk5
audio/hi_v5_029.wav,"लगाएगा इको मशीन और धक-धक की आवाज सुनेगा पूरा, पूरा एकदम अंदर से कि क्या फ्लो जा रहा है क्या नहीं, हर एक वाल्व देखेगा। उसमें भी नहीं पता चला एंजियोग्राफी में भेजता है।",hi-IN,neutral,10.35,hi_spk5
